available_since,company,job_description,job_title,location
30+ days ago,Nomura Research Institute Indonesia,"Perform data exploration, data cleaning, data imputation, and feature engineering on unstructured and structured data.
,
Build the infrastructure for optimal extraction, transformation, and loading (ETL) of data from a wide variety of data sources.
,
Develop and maintain optimal data pipeline architecture for training statistical and machine learning models such as regression and classification.
,
Develop and maintain evaluations to measure the effectiveness of training data. This includes measuring the capabilities of models on a variety of tasks and domains.
,
Collaborate with data scientists and machine learning engineers to develop a comprehensive data science/machine learning solution pipeline.
,
,What you need to have (Minimum Qualifications):,
Bachelor's degree from computer science or related fields, or equivalent software engineering experience.
,
Proficiency in Python programming language
,
Experience in dataset processing and feature engineering using tools such as Numpy, Pandas, and Scikit-Learn
,
Visualization skills using tools such as Matplotlib, Seaborn, and Bokeh
,
Understanding of deep learning frameworks such as Pytorch and TensorFlow
,
Understanding of SQL and NoSQL
,
Understands Hadoop / Spark / Kafka / Hive / Presto
,
Proficiency in source control i.e. Git
,
,Preferred:,
What would make you stand out from the crowd (Preferred Qualifications):
,
Deep understanding of Object-Oriented Programming (OOP) concepts such as inheritance, delegation, and abstract class
,
Understanding of cloud-native technologies such as AWS, GCP, and Azure
,
Experience in using Docker
,
Experience in using AWS services such as S3, EC2, Glue, Sagemaker
,
Experience in AWS Step Function and/or AWS Lambda is even better
,
Proficiency in Scala and Java programming languages
,
Enjoy iterating quickly with research prototypes and learning new technologies",Data Engineer,Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,July 20, 2021,
,About the Role,
,
,As our Data Engineer, you’ll be an instrumental cog in the Finance IT Business Partner (ITBP) wheel of Gojek that directly supports the Finance, Accounting, and Tax (FAT) team in automating various processes and providing data required for financial reporting. You’ll focus the bulk of your time on developing and maintaining data automation for financial processes. The Data Warehouse, respective back-end and product, and ITBP finance support teams will be your companions on this ride. You’ll have ample opportunity to flex your SQL and Python programming skills, streamlining and automating various financial operations for the wider team to utilize.,
,
,What You Will Do,
,Gather requirements from users, analyze these findings and provide recommendations for more enhanced solutions and data requirements,
Identify, analyze, and interpret patterns in complex data sets to investigate issues, find root causes, and propose solutions,
Develop automation to export/send data to users on a regular basis,
Develop and implement databases, data collection systems, data analytics, dashboards, and other technical strategies to optimize reporting efficiency and quality,
Support the FAT team by providing data they need,
,What You Will Need,
,At least 2 years of work experience as a BI Analyst or Data Analyst,
Strong knowledge of DBMS (e.g. Postgre, MySQL, SQL Server, etc), programming (e.g. Python, Java, C#, Ruby, etc), and ETL frameworks (e.g. Airflow, Pentaho, Talend, etc),
A Bachelor’s degree with a major in Computer Science, Informatics, Engineering, or Mathematics,
Strong analytical skills with the ability to collect, organize, analyze, and present information with attention to detail and accuracy,
Good communication skills in Bahasa and English, written and spoken, in order to collaborate with our local and international teams,
Inquisitive, self-motivated, resourceful, dedicated, and capable to work under minimum supervision,
Ability to work at a quick pace and willing to work extra hours if required (things come unexpectedly, so we’re always prepared!),
Exposure working in finance and accounting processes is a plus,
,About the Team,
Our Finance ITBP is a team of 16 people based in Indonesia. Our roles range from carrying out project implementations to supporting users globally. We’re the team that oversees all internal enterprise systems that are maintained and implemented by the CIO’s team, and work together to govern, troubleshoot, and improve them. It’s our job to ensure that Gojek Enterprise applications run seamlessly. We're a highly dynamic team, so our emphasis on learning and working on new things (i.e. going the extra mile) is our key to success.,
,
One of the biggest obstacles our team has had to overcome was how to deliver technical support at a much quicker and accurate rate, especially with how quickly Gojek has been scaling. After many weeks of research, collaboration, and trial and error, we figured out that the best way to tackle this issue was to implement tried-and-tested methodologies such as Agile and SAP Activate to boost our solution delivery performance. Currently, we've been busy working on a project surrounding SAP Rollout and Integration, whose goal is to enable automation for seamless business flow.,
,
We are a tight-knit group that is bonded by two things: supporting Gojek's capability as a global company, and supporting each other as a family . For real - our weekly conversations range from the latest automation breakthroughs to sharing our favorite ways to stay healthy and happy as we get through this pandemic together. We don't mind working extra hours if need be (sometimes, things come unexpectedly) because we're encouraged by seeing our efforts come to fruition and benefit our users around the globe.",Data Engineer (Finance),Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,March 1, 2021,
,About the Role,
At Gojek, engineering is central to everything we do: bringing our ideas to life and into the lives of our users. As our Data Warehouse Upstream Developer, you’ll be an instrumental cog in GoPay’s Data & BI wheel at Gojek that impacts the company’s analytical data infrastructure. You’ll take the reins in designing, developing, setting up, and managing our data infrastructure - one that needs to operate reliably at scale using a high degree of automation.,
,
,You’ll also play an active role in ensuring the data governance policies and tools are implemented and adhered to. Product managers, engineers, BI/analytics, and data scientists will be your companions during this ride. Best yet, you’ll have ample opportunity to flex your data/software engineering and communication skills, helping the team build a large, scalable data engineering platform that'll be utilize company-wide.,
,
,What You Will Do,
,Understand business concepts and goals, and use them effectively to scope data projects,
Design, maintain, and govern scalable and reliable services for data consumption from various sources,
Handle and include data extraction process into the data lake in the data warehouse,
Diagnose and solve data issues in our data pipelines; look for the root cause of problems and envision a long term solution for these issues,
Work closely with the data stakeholders (Data Warehouse Downstream, Analyst, Growth etc.) to come up with a working data solution and accommodate their data needs,
Consult with product team and data engineers to ensure the developed solutions match business needs,
Contribute to the product strategy and execute the prioritized roadmap for your team,
,What You Will Need,
,At least 7 years of experience in data engineering, software engineering, or data warehouse development,
A passion for writing code to solve any data problems, preferably in Python; experience in Java and Go is a plus,
Meticulous ability to read others’ complex code and documentation,
Expert proficiency in SQL in any platforms,
Experience in cloud data warehouses (BigQuery, Redshift) is a plus,
Basic knowledge in real-time data processing; experience in Apache Kafka, Apache Flink is a plus,
Basic knowledge of containerization (Docker, Kubernetes) and CI/CD (Gitlab CI),
Experience in wide-range of ETL systems (Apache Airflow, Pandas, RDBMS, Debezium, etc),
Experience in cloud infrastructure (e.g. GCP, AWS),
,About the Team,
Our Data & BI team consists of Data Warehouse Developers (Upstream & Downstream), Data Governance Analysts, and Data Science Engineers spread out across Indonesia. Working alongside the analytics, product, and engineering teams, we are predominantly concerned with providing data tools to fulfill various business needs, including the standardized data warehouse pipeline and data democratization project. For instance, should you have a question about how the data you’ve collected can be best utilized in achieving your team’s goal, we are your people! Currently, our team has been busy working on implementing the group-wide data warehouse model, which will help Gojek in synchronizing the data-services standard across the company.,
As these are strange and unprecedented times we’re living in, our team has been prioritizing a healthy work-life balance more than ever before. We are a tight-knit group made up of culinarians, Netflix enthusiasts, and avid bookworms. We work hard and play hard, and believe it or not, we actually enjoy each other’s company!",Data Warehouse Engineer - GoPay,Jakarta
30+ days ago,PT Amazon Data Srvcs Indonesia,"
,2+ years of IT infrastructure operations experience,
,Computer/Server Hardware Troubleshooting experience,
,Basic understanding of Network operation / support experience,
,Written & verbal communication skills,
,Ability to lift & install equipment up to 20kg; it may require working in narrow spaces or in elevated locations while adhering to health & safety guidelines,
,This role involves covering 24x7 shift rotation,
,
Do you have a passion to install, deploy, service and maintain mission critical IT infrastructure in one of the world’s largest and fastest-growing cloud data centers?
,
Are you looking to expand your horizon in an exciting and dynamic work environment that encourages creativity and boundless opportunities for career development?
,
Do you enjoy solving problems and delivering value-adding results?
,
If you answered yes to any of these questions, then Amazon Web Services Data Center is the place to be!
,
In this role as a Data Center Operations Engineer (DCO Engineer), you will be responsible for the on-site management of hardware lifecycle of our Indonesia IT infrastructure.
,
You will troubleshoot technical issues on advanced hardware, ranging from servers, storage and networking devices on a 24/7 basis.
,
Working with key technical subject matter experts, you will have the opportunity to participate in the design, implementation and commissioning of our advanced IT infrastructure.
,
Drive & implement projects to enhance operational efficiencies with opportunities to share experiences and knowledge with our global network of technical experts.
,
,
,LINUX Operating System, Hardware or Networking certifications.,
,Knowledge in virtual/cloud computing environments.,
,Understanding of IT service management,
,Understanding of Data Center environment safety and security.,
,
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.",IT Data Center Engineer,Jakarta
30+ days ago,Alodokter,"This role exists to:,
Implement & maintain methods to improve data reliability and quality by combine raw information from different sources to create consistent and machine-readable formats for the usage of Data Analysts, Data Scientists & other internal or external teams within a cloud-based data ecosystem.
,
,Core Responsibilities:,
Design, build and maintain highly scalable pipeline (end-to-end) for large volumes of complex data processing and analysis within a cloud-based ecosystem.
,
Build and develop large data warehouses, high performance data processing pipelines, and ETL tools.
,
Maintain standard data definition and dictionary to ensure data quality, consistency and robustness in tracking and reporting processes.
,
Ensure high data integrity and quality from various data sources that are aligned to industry best practices.
,
Clearly articulate pros and cons of different technologies, solutions and platforms based on different use cases.
,
Document use cases, solutions and recommendations.
,
,Knowledge:,
,Essential:,
Solid experience and knowledge on Google Cloud Platform (or any of the major cloud solution providers such as AWS, Azure, AliCloud) for data management: Composer, Pubsub, Google Storage, Dataflow, Big Query and Data Fusion, or equivalent
,
Proven knowledge & delivery working with structured & unstructured data with Airflow, or a diverse set of data technologies: Redshift, Elastic Search, PostgreSQL, Kubernetes
,
High fluency in Python, SQL or equivalent
,
Knowledge of version control tools such as Bitbucket, GitHub & GitLab.
,
,Desired:,
,Ability to work with stream-processing systems:, Storm, Spark-streaming, etc
,
,Experience with big data tools:, Hadoop, Spark, Kafka, etc
,
,Skills/Abilities:,
,Essential:,
Hands on experience in
,
Designing and implementing process improvements, build automated processes, optimize data delivery and re-designing infrastructure for larger scalability
,
Building processes supporting data transformation, data structures, metadata, dependency and workload management.
,
Supporting and working with cross-functional teams in a dynamic environment.
,
,Desired:,
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
,
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.",Sr. Data Engineer,Jakarta
30+ days ago,GO-JEK,"About the Role,
As our Data Engineer, you’ll be a crucial member of the Financial Services Platform at Gojek. In this role, you’ll take the wheel in building and scaling our Data Warehouse foundation that enables and delivers reliable and trustworthy data that affects our internal users, driver-partners, and merchant-partners alike. You’ll design, develop, and maintain the services for our data ingestion pipeline, ensuring the data is understandable, usable, and adheres to data governance policies. The folks in the Engineering, Business, Operations, and Data Science teams will be your companions on this ride; they’ll provide the data you’ll utilize in your daily tasks, while you act as a bridge between them and third parties.,
What You Will Do,
Create data ingestion from various sources: RDBMS, Rest API, Kafka, Text File and Spreadsheet,
Design, develop, and maintain the services for the data ingestion pipeline; debug any data issues that may arise,
Deploy the data pipeline following data governance and data security requirements, and implement it with the data quality check on Google Cloud Platform,
Provide expert advice on data infrastructure, data architecture, and data modelling to your teammates,
Manage the auto-scaling and performance monitoring of the Infrastructure using Prometheus, Grafana, or similar tools,
Liaise with other Data teams within the Financial Services platform and GoTo company - such as the Data Science, Data Engineering, Data Governance, and Risk Analytics teams - to ensure that initiatives are aligned and data integrity standards are adhered to,
Drive the prioritization, strategy, and focus to solve user problems,
,What You Will Need,
At least 3 years of experience in data engineering, BI engineering, and data warehouse development,
Excellent command in programming languages, preferably in Python and Bash; knowledge of Java and Go is a plus,
Experience in managing a server-less data warehouse like BigQuery or Redshift,
Prior DevOps experience implementing large scale data stacks using any CI/CD tool and Docker,
Familiarity with schedulers like Airflow,
Experience in Kafka, Flink, and Spark is a plus,
Excellent spoken and written skills in English in order to communicate with stakeholders of various backgrounds, and with our international teams,
,About the Team,
Financial services platform is Gojek’s financial services arm, working to provide responsible & sustainable financial services to Gojek's three main segments: consumers, merchant-partners, and driver-partners. Our team operates with the fundamental belief that financial inclusion can unlock the doors to a better quality life, both in the present as well as in the long term. With our ""user first"" mindset, we aim to transform the financial services sector in Southeast Asia, starting with Indonesia.,
Our Data team, a financial data services sub-pod, is an established family with members stationed across Jakarta, India, and Singapore. We’re in charge of running hundreds of instances and deployments across all of our payment products, directly impacting millions of users every single day. Most recently, our team has built products that reduce the overall time to model, curate, and access data, streamlining our efficiency and internal processes significantly. In the coming year, in light of our new GoTo collaboration, we have exciting plans to scale up our team in efforts to field the massive growth of our data pool.,
Combating remote work has brought us even closer, with frequent catch-ups over tea and sharing ways we have been keeping ourselves sane. Along with our desire to utilize smart technology and innovative engineering strategies to make people’s lives easier, our team also bonds over our shared love for reading, gaming, and drinking lots of coffee. We work hard and play hard, and believe it or not, we actually enjoy each other’s company!,
About Us,
Gojek is a Super App. It’s one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and dozen other products. It is Indonesia’s first and only decacorn. It's also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.',
Our Mission:, To create and scale positive socio-economic impact for our customers, driver-partners, business and MSMEs.,
As of 2018, Gojek processed more than $9 billion annualised gross transaction value across all markets where it operates - in Singapore, Thailand, Vietnam and Indonesia. We have the largest food delivery product in Asia, (outside of China), and the largest payments wallet in Southeast Asia.,
Our investors include Google, Facebook, PayPal, Sequoia Capital, Tencent Holdings among others.,
Gojek is committed to building a diverse and inclusive workplace and is an equal opportunity employer. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.",Data Engineer (Analytics)- Financial Services Platform,Jakarta
30+ days ago,Sayurbox,"Position Job Scope including, but not limited to:,
Design, build, and maintain streaming data infrastructure systems such as Kafka, Flink and other streaming platforms,
Design alerting and testing systems to ensure the accuracy and timeliness of these pipelines. (e.g., improve instrumentation, optimize logging, etc),
Deep dive into streaming processing and contribute to building a next-generation reliable cloud data warehouse that supports both streaming and batch.,
Work within a cross-functional product team, collaborating with multiple stakeholders and engineers from all corners (front end, backend, systems, and more!) to rapidly develop scalable data pipelines from start to finish,
Develop multiple automation and instrumentation tools to automate your work,
Work with billions of rows data,
Make sure the end user of the data can query the data seamlessly for their use,
Explore/learn new technologies that can complement or replace our current stack to improve it,
Job Qualification Requirements:,
3+ years hands-on experience deploying production quality code.,
Professional experience using Python, Java, or Scala for data processing (Python preferred),
Knowledge of and experience with data-related Python packages,
Experience in Cloud Infrastructure (GCP preferred),
Demonstrably deep understanding of SQL and analytical data warehouses (BigQuery preferred),
Hands-on experience implementing ETL (or ELT) best practices at scale.,
Hands-on experience with data pipeline tools (Airflow, Luigi, Azkaban, dbt),
Passionately in love with programming,
Excellent team player, strong in leadership skills.,
Have passion, interest, and willingness to learn and share,
Relevant experience would make you stand out,
,S2gsDEjTdF",Senior Data Engineer,Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,June 15, 2021,
,About the Role,
,
,As our Data Warehouse Engineer, you’ll be an instrumental player in Gojek’s Data team that drives the company’s analytical data infrastructure. You’ll take the wheel in designing, developing, and managing our data warehouse and data infrastructure that supports it, ensuring these systems operate reliably at scale through a high degree of automation. You’ll also oversee the single source of truth of data for analytics, partnering with product managers, product engineers, data engineers, BI/analytics, and data scientists during this ride. You’ll play an active role in ensuring data governance policies and tools are implemented and adhered to, and assist the team in utilizing data to deliver beautifully simple and scalable solutions to meet user needs.,
,
,What You Will Do,
,Handle end-to-end data pipelines from heterogeneous input and output for analytical purposes,
Become a data architect by implementing appropriate data modelling concepts depending on data types and use cases,
Manage a single version of truth, turning data into critical information and knowledge that can be used to make sound business decisions,
Define clear and well-scoped requirement documents including specs and workflows that are easily understood by technical and non-technical audiences,
Work with Product Managers, Analysts and Product Engineers to ship data warehouse features and data product improvements,
Contribute to the product strategy and execute on the prioritized roadmap for your team,
,What You Will Need,
,At least 4 years of experience in data environment as Data Warehouse Developer,
Expertise in SQL and data warehouse concepts,
Strong knowledge of at least one programming language, preferably Python, Go, or Java,
Proficiency in batch, real-time data processing, data modelling concepts, and implementation,
An analytical and data-driven mindset; a love for digging into data to understand what’s happening and to define & measure success on every project,
A constant drive to put our customers first, bringing questions back to what will serve them best,
,About the Team,
Our Data Warehouse team is one of the key platforms that gathers, analyzes, and disseminates the data used by various teams, business users, and analysts to make sound business decisions. As a family of 11 spread out across Jakarta and Thailand, we rely on data integration, modeling, and architectures to manage our data pipelines, and work with Product Managers, BI Analyst, and Product Engineers to gather any new data points or capture data changes. It’s our job to ensure our data pipelines are operating as efficiently and accurately as possible.,
With the Gojek enterprise’s immense growth, both organically and through acquisitions, our Data Warehouse needs to withstand quick evolutions and adapt to our ever-evolving requirements surrounding data governance and data security in all our respective countries and industries. These challenges prompt us to maintain constant vigilance, ensuring all our solutions are scalable and adaptable. Currently, our team has been working on a critical project surrounding the governance, security, and reliability of our cloud data warehouse platform.,
Our team works hard but plays hard, too. We mean the latter in a literal sense, because we're a team full of musicians! We have 2 pianists, 1 guitarist, 1 drummer, more than 2 male singers, 1 female singer, 1 Rockstar, and 1 dangdut singer (yes, you read it right ). So, you best believe that we have several karaoke nights together! Even if you aren't musically inclined, no fear. We love bonding over card games (Werewolf is a team favorite), and even hosting mini talent shows for our own entertainment. Join us and show your hidden skills!",Data Warehouse Engineer,Jakarta
30+ days ago,Zenius Education,"We are looking for a Senior Data Engineer who will primarily be responsible to build and maintain our data warehousing system.
,
Technical responsibility for data and data pipelines to ensure compliance with data standards, architectural standards, and achievement of documented requirements.
,
Develop and maintain current state documentation and deliverables for data solutions.
,
Maintain existing and new data solutions to ensure that they continue to meet user needs.
,
Create data tools for data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
,
Work with data and analytics experts to strive for greater functionality in our data systems.
,
Collaborate with the Product, Engineering, and Data team to facilitate access to data.
,
Design, improve and manage the data warehouse and data structure in Zenius
,Bachelor Degree in Computer Science, IT, Mathematics, or related field.
,
Minimum 2-3 years experience as Data Engineer, Data Warehouse, Business Intelligence.
,
Expert proficiency in Python, C++, Java, R, and SQL.
,
Advanced knowledge and experience working with complex ETL, unstructured datasets, and data warehousing tools.
,
Experience with cloud services such as GCP or AWS and Linux environment and storage architecture.
,
Experience with workflow scheduler (azkabar / airflow).
,
Familiar with big data and data engineering infrastructure.
,
Excellent analytical and problem-solving skills.
,
Good communication (both English & Bahasa Indonesia) and collaboration skills.
,
Passionate about startup, innovation, and technology.
,
Adaptable to dynamic, fast-paced environment and changing requirements.",Senior Data Engineer,Jakarta
2 days ago,Global Tiket Network,"Role instructions:,
,
Catch the sunrise on the top of Padar Island and see fascinating views of the boundless blue sea. Dive and spot the beauty of colorful fishes, dancing jellyfishes, and unique coral collections in Labuan Bajo. Take selfies with the world’s largest lizard in Komodo Island or build the majestic sandcastle in Pink beach. Guess which country you could possibly do all those enjoyable activities in? Yup, the answer is Indonesia. With over 17,000 islands, Indonesia has many destinations worth exploring.,
,
,
Are you looking for a new purpose in life? To introduce the beauty of Indonesia to the eyes of the world.,
,
,
This is the opportunity to make you excited to jump out of bed every morning. We are looking for a hungry, agile, and quality-oriented Sr Data Engineer to open Indonesia’s window to the world and also the world’s window to Indonesia. Join our mission to make Indonesia a prosperous nation through tourism.,
,
,
Your main duties in flying with us:,
,Responsible for managing, optimizing, overseeing and monitoring data retrieval, storage and distribution throughout the organization,
,Develop and monitor the data loading process,
,Develop tools for data integration or support business needs,
,Develop a deployment system between the environment,
,Develop an automation system,
,
,
Mandatory belongings that you must prepare:,
,At the minimum have 3 years of experience in data engineering,
,Advance in SQL Script,
,Advance in Python Script,
,Familiar to use Bash Script,
,Able to use Linux Command,
,Have knowledge of big data stack (Hadoop, Spark, Hive, Kafka),
,
,
In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination.",Sr Data Engineer,Jakarta
30+ days ago,Tokopedia,"Responsibilities:,
Lead a team of 4-8 individuals: Drive work through the team, review code as required, and ensure the overall success of the team.,
Design and develop robust end-to-end data solutions for structured and unstructured data including, but not limited to, ingestion, parsing, integration, auditing, logging, aggregation, normalization, modeling, and error handling.,
Interact directly with end users to gather requirements and consult on data integration solutions. Regularly have their best interests in mind and proactively recommend value added items – even if not requested.,
Maintain, support, and enhance most elements of Tokopedia’s Information Management Systems with minimal assistance from peers.,
Collaborate with a cross functional team to resolve data quality and operational issues.,
Identify opportunities for team standardization in coding, deployments, documentation, cost optimization and other related areas and create said standards.,
Provide mentoring / coaching to junior and senior developers in the team.,
Educate the team in emerging related technologies and identify value add opportunities for their implementation,
Timely delivery of project,
Work with the Product Manager to define incoming project and resource requirements.,
Migrate code across environments and leverage a source code management system.,
Create jobs to perform auditing and error handling.,
Report and communicate project deliverables to Senior Management.,
Skill Sets:,
Proficiency in traditional RDBMS with an emphasis on Postgres, and MySQL.,
General understanding of ETL/ELT frameworks, error handling techniques, data quality techniques and their overall operation,
Generally proficient in performing data transformations via scripting, stored procedures, or an ETL framework.,
Proficient in developing and supporting all aspects of a big data cluster: Ingestion, Processing, integration (Python, Spark, Scala), data cleansing, workflow management (OOZIE and ActiveBatch, Airflow), and querying (SQL).,
Proficiency in at least one of the following programming languages: Java, Python, Go and Scala.,
Experience in writing Apache Spark or Apache Beam including an understanding of optimization techniques.,
Proficient in Unix and Linux operating systems,
Proficient in Agile or Scrum methodologies,
Capable of navigating and working effectively in a DevOps model including leveraging related technologies: Jenkins, GitLab, Git etc…,
Proficient in Data Management concepts like Data Security, Data Quality, Data Lifecycle, Data Governance,
Education:,
A Bachelor’s Degree in Computer Science or related field required.,
5+ years of Data Integration experience,
5+ years of hands on experience with one of the following technologies: Hadoop, Apache Spark, Redis, SQL, Redshift, PostgreSQL,
2+ years experience with Cloud Environment like AWS, GCP or Azure,
Having experience in GCP Product like Bigquery, Dataflow, PubSub, Bigtable, Composer, GCS is a big plus,
3+ years of experience in developing REST APIs,
3+,years of experience,in using complex ,SQL,
3+ years of experience in People Management",Data Engineer Lead,Indonesia
11 days ago,Sinbad,"Job Description
,
As a Data Engineer, you will be joining a cool team of data engineers and fanatics, conducting research and applying the latest technologies in the function of our customer needs. You will have the responsibility to design, build, support, and maintain scalable infrastructure to optimize data flow. You will be a key contributor in driving Sinbad’s mission to simplify the supply chain by connecting suppliers and traditional retailers through the use of data.
,
,Who you are and what you’ll be responsible for:,
,Build a super star product:,
Build ETL/ELT pipeline from various data sources to various destinations.
,
Design, build, support and scale our data infrastructure. Including monitoring, alerting and debugging infrastructure.
,
Improve data quality for better analysis use
,
Collaborate with internal team
,
Work closely with other teams (Product, Tech, Business) to solve their use case using data technology.
,
Build testable components and write the appropriate unit tests.
,
Support internal improvement
,
Build reusable code.
,
Promote lean code documentation.
,
Lead in code review session and peer code review.
,Basic Requirements
,
Bachelor degree in Information System, Computer Science, Statistics, or relevant field
,
3+ years experience working in a Data-related field
,
Expert in SQL and DWH concept
,
,Fluent in one of the scripting languages:, Python, Scala, Java
,
,Experience in one of the DWH solutions:, BigQuery, Redshift
,
,Experience with one of the orchestration tools:, Airflow, Kafka, Luigi
,
,Experience with one of the stream-processing systems:, Pub/Sub, Kafka, Amazon Kinesis
,
Experience in building and optimizing data pipelines, architectures and data sets
,
Experience in processing and answering specific business questions and identifying opportunities for improvement
,
Fluent in both English & Bahasa Indonesia, competent reading and writing abilities in both languages
,
Preferred Requirements
,
Familiarity with NoSQL (MongoDB, Cassandra)
,
Exposure with BI tools (Redash, Data Studio, Tableau)
,
Exposure to Dev-Ops
,
Previous experience in E-Commerce, Logistics, and/or Fintech platforms
,
Excited to work in a start-up environment
,
Excellent verbal, written, and interpersonal communication skills
,
Critical thinking with problem-solving skills",Data Engineer,Jakarta
30+ days ago,Merah Cipta Media,"Responsibilities
,Are you interested in building better products based on data? We makes decision by looking at the data, hence we value data. As data science engineer, you will get to work on some engineering-related tasks like building API in a TDD fashion, and some data science-related tasks like classifications, clustering, etc. There are 2 kinds of code that we write: ,scripting, code and ,production-level, code. For scripting, we write scripts just to get the job done. For production-level code, we need it to be production-ready, meaning no slow-performing codes are allowed. ,What you will do:,
,Bunch of classifiers,
,Clustering,
,Newsfeed scoring (incl., recommender engine),
,Requirements
,Believe in our values: ,Get job done, Be Bold, Stay Curious, Excellence, Collaboration,
,Knowledge in computer-science is a must,
,Have a foundation on machine learning concepts and algorithms (text-related is preferred),
,Able to scrape website for gathering training data, and clean them up,
,Able to do queries (SQL and NoSQL),
,Able to code in Python (knowing Golang is a plus),
,Familiar with Git,
,Knowledge on containerized-solutions (docker, kubernetes) is a bonus,
,Preferred qualifications:,
,Experienced on software architecture,
,Experienced on production-level machine learning systems,
,Familiar with devops function",Data Science Engineer,Jakarta
15 days ago,Aplikas Servis Pesona,"Architecture and design of technical solutions regarding Data Loss Prevention (DLP).
,
Develop secure system solutions to meet DLP program requirements.
,
Documentation of systems designs and configurations of architected solutions; this may include conceptual, logical, and physical diagrams; new environment design documents; write-ups on technical capabilities and solution configurations; etc.
,
Following up and working with internal IT teams to ensure solutions are built, deployed, and modified as necessary according to the project
,General Requirements;
,
Candidate must possess at least a Bachelors Degree in Informatics Engineering / Informatics System
,
Fluent in English (Reading, Writing, and Speaking)
,
Analytical and process-oriented mindset
,
Enthusiastic and creative team player with the ability to inspire others
,
Technical Requirements;
,
Proven experience regarding front-end architecture and design of technical solutions in the DLP space (is more preference).
,
1 Year of DLP operational experience is required, must have implemented DLP, understanding expressions, analysis, policy drivers, and rules work, etc.
,
Having knowledge about network security technologies including; Proxies, NG Firewalls, SSL/IPSec, VPN’s, SSO, DLP, and Encryption gateways.
,
Demonstrable experience with systems installation, configuration, and administration of UNIX/Linux and Windows-based systems (prior Active Directory/LDAP experience desirable).
,
Expert in troubleshooting various scenarios and systems by using knowledge of common tools (tcp dump) and protocols (TCP/IP, NTP, DNS, DHCP).",Data Loss Prevention (DLP) Engineer,Jakarta
18 days ago,PT Bumi Amartha Teknologi Mandiri,"We are looking for an experienced data engineer to join our team.
,
To succeed in this data engineering position, you should have strong analytical skills and the ability to combine data from different sources
,Microsoft SSIS, MS SQL and Postgre (Database) , PL/SQL Stored Procedured are mandatory skill.
,
Understand code base solution, repository management, and branching strategy using Bitbucket.
,
Familiar using JIRA, Confluence.
,
Experience in delivery using agile approach / scrum.
,
Devops for automatic deployment using Jenkins .
,
Familiar with Azure ETL product like Azure Data Factory, Azure Synapse, Azure Datalake, Azure Devops.
,
Familiar using Batching Tools like Control-M.
,
Devops, Code Repository, Azure are optional but willing to learn",Data Engineer,Jakarta
23 days ago,PT. Warung Pintar,"Responsibilities,Handling End-to-end Data Pipelines from heterogeneous input to Data Warehouse, serving various multiple teams for analytical purposes,Become a data architect by implementing Data Modelling concepts based on data warehouse modelling best practices,Responsible for managing a reliable Single Version of Truth and turning data into critical information and knowledge that can be used to make sound business resolutions,Define clear and well-scoped requirements documents, including specs and workflows, that is easily understood by technical and non-technical audiences,Work with Product Managers, Engineers, Data Analytics and various other teams to ship data warehouse features, updates, and data product improvements,Requirements,2 years of experience in Data Analytics field (Analyst or Engineer),Fluent in Python and advanced SQL,Expert in Data Warehouse concepts,Experienced in performing data modeling and data quality check,Familiar with Orchestration Tools (eg: Airflow),Familiar with Data Pipeline,Familiar with CI/CD,Familiar with GCP environments,Excellent attention to details,Benefits,Laptop Ownership Program,Communication & Transportation Allowance,Vision Allowance,Maternity Allowance,Insurance with Dental cover and COVID-19 free special coverage,Private Medical/health insurance for employee and family members (spouse up to 3 children),BPJS Allowance (Jaminan Hari Tua, Kesehatan, Jaminan Pensiun, Jaminan Kecelakaan Kerja, Jaminan Kematian,Experience working in a fast-paced industry,Flexible working hours 11 Fun and humble culture that cares about your personal growth,Jenis Pekerjaan: Penuh Waktu",Data Warehouse Engineer (Remote) ($),Jakarta
