available_since,company,job_description,job_title,location
30+ days ago,Infinitium,"Key Responsibility,Analyse and interpret acquired data from internal and external data sources and translating into technical specifications for analysis, departmental process optimization and reporting solutions ,Identify in-market risk and ensuring they are considered for risk reduction actions,Provide fact-based market insights, trends and strategies thought to assist in managing the fraud risk,Perform data analysis based on the facts and generate report accordingly,Build meaning working relationship and act as a liaison between team members, to monitor, report and mitigate payment risk,Contribute by creating and implementing risk management roadmaps for the market, and identify new methods to reduce and mitigate payment system risk, fraud and cardholder data security risks,Use a data-driven approach to evaluate payments risk and design effective prospect/customer authentication policies and programs,Design internal fraud detection and payment risk management rules; work with team members to identify gaps, develop appropriate fraud mitigation strategies, and determine if management action is needed to strengthen operational controls.,Be responsible for performance fine tuning and the implementation of the model,Develop and maintain data mining and reporting procedures manual for use in department standardization and training.,Create reports, summaries, presentations, and process documents to display results,Compile and provide statistical information and trend which gather from the system or database,Monitor and recommend adjustments to pre-existing and new rule sets balancing operational and reputational risks.,Provide feedback and coaching to analysts,
,Requirements,Bachelor’s degree in related field or equivalent work experience,At least 1-2 years of banking experience in designing rules/data analytic role related work experience directly related to complex and sensitive investigations,Knowledge in BigData, Elastic (ELK) Stack,Machine Learning is an added advantage,Excellent judgment and assessment skills,Confident, concise, clear and impactful,Excellent work ethic (respectful, honest, considerate, self-motivated, can reliably work independently and works well under pressure),Proficient in MS Office, Excel,Demonstrates initiative, creativity and teamwork within the framework of the position responsibilities",Data Analyst,Indonesia
30+ days ago,Kompas Gramedia,"Corporate Human Resources Kompas Gramedia (also known as Growth Center Kompas Gramedia) is looking for Learning Data Analyst Intern. The intern will be working in the Kognisi project, our online learning platform both for internal Kompas Gramedia employees and external client partners, in managing learning platform database and its data analytics.
,
,Responsibilities:,
Manage the database and conduct analysis using the learning data in the platform periodically;
,
Provide the performance report of every contents available in the platform periodically;
,
Conduct research related to learning needs and performance insights from the executed learning initiatives.
,Strong data analytical skill;
,
Previous experience conducting research;
,
Exposure to project management skills and experiences.",Learning Data Analyst Intern,Jakarta
30+ days ago,Mekari (PT. Mid Solusi Nusantara),"Job Description,
,Create and maintain metrics reports and dashboards on marketing and sales activities, effectiveness, and business impact,
,Propose strategy, logical experimentation, and opportunities based on strong business urgency and scale,
,Work closely with Product Managers, Business Development, and Engineering to get things done,
,Requirements,
,Naturally curious about users/ people, their behaviour and understanding it in order to build great product and a great platform.,
,Comfortable with tackling large complex problems and small focused ones, in terms of attitude, personality, and drive,
,Minimum Qualifications,
,+2 years experience in similar assignment,
,Experienced with growth tools (Mixpanel, Adwords, Remarketing, Analytics, etc),
,Graduated from reputable university,
,
,
,Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.,
,
,We wish you the best. Have a great day",Data Analyst and Researcher,Jakarta
30+ days ago,Shipper,"Why Join Us?,
Shipper is on a mission to invent a new standard for online shipping in Indonesia. We have assembled the largest asset-light delivery network to make shipping simple, reliable, and cost competitive. With over 17,000 islands, 2,500 logistics providers, and a fast growing e-commerce market, Indonesia is one of the most challenging markets to build a great online shipping experience and we are primed to be a part of the solution. We are privileged to have some of the best global investors including Lightspeed, Y Combinator, and others. We are looking for passionate and outstanding individuals to join our team.,
What Will You Do:,
,
Understand our business flow, especially related to logistic and SCM business process,
Apply your expertise in quantitative analysis, data mining, and the presentation of data to identify opportunities for business improvements and support your recommendations,
Build dashboards, identify new and track key metrics to closely monitor team's performance and identify quick and long term opportunities for improvements,
Perform ad-hoc analysis to understand certain business cases and challenges, providing conclusions and advice based on data analysis,
Work closely with cross-functional teams of analysts, data engineer and product analytics managers,
Design and manage data warehouse schema for Self-Service data preparation,
Supporting the company by making continuous improvement in accordance with company's vision and mission,
What Are The Requirements:,
,
Bachelor degree in Computer Science, Business Analytics or related quantitative fields (Mathematics, Economics, Computer Science, Information Management or Statistics).,
Able to write complex SQL queries and preferably experience with MySQL, PostgreSQL, MongoDB,
Proficiency in one or more programming languages including but not limited to Python, R,
Experience using visual analytics tools (e.g. Metabase, Tableau, Sisense etc) and big data framework,
Advanced knowledge in Excel,
Strong communication and presentation skills,
Demonstrated ability to learn fast, and prioritize objectives to meet deadlines,
Experience with AWS ecosystem is a plus,
2-5 years of experience in an analytical role,
Language: Fluent in verbal and written in English & Indonesia",Data Analyst,Jakarta
10 days ago,Dentsu Aegis Network,"Collect/mine, audit and analyze data, to support the team in making decisions.
,Job Title:
,Data Analyst
,Job Description:
,Major: Collect, audit, and analyze trade marketing data for Shell Lubricants brands. Working closely with clients on daily basis.
,Minor: Data mining & analysis in digital conversations for other brands.
,Location:
,Jakarta
,Brand:
,Isobar
,Time Type:
,Full time
,Contract Type:
,Independent Contractor",Data Analyst,Jakarta
30+ days ago,Ajaib,"Company Description,
Ajaib is a financial technology company that provides a modern digital experience for beginners and seasoned investors alike. Our mission is to enable our customers to achieve financial freedom. Financial systems are the backbone of any country's economy and wealth so we bear heavy responsibility for our customers. Our software engineers work on a variety of projects ranging from bleeding-edge innovations in financial systems to exciting consumer products. We never stop learning and we always seek ways to improve. If you want to apply your knowledge and skills to impact millions of lives, join our team.,
,
,Job Description,
Collect and interpret data: Need to understand what data is available, where, and how to pull it together, and analysis of raw data for various purposes.,Doing ad-hoc analysis and presenting results in a clear manner.,Define new data collection, analysis, and reporting processes,
,
,Qualifications,
1-2 years of work experience,Good analytical and communication skill to deliver the analysis results,Passion for identifying and applying data-driven insights,Obsessed with data and customer insights",Junior Data Analyst,Jakarta
16 days ago,Alegrium,"Company Description,
Alegrium is a casual game developer based in Jakarta, Indonesia. We've been developing lot of games since 2011. Some of our games which go viral were Icon Pop Quiz, Cash Inc, The Billionaires, and many more,
Alegrium is a part of Lion Studios, Lion Studios has already achieved over a billion downloads and profitability in less than two years. You can identify many of our games sitting at the top of the iOS & Android stores such as Ink Inc, Blendy, Mr. Bullet, Happy Glass, etc,
,
,Job Description,
If you are up for this challenges,
Develop, implement, and maintain leading-edge analytic systems, taking complicated problems and building simple frameworks,
Identify trends and opportunities for growth through analysis of complex data sets,
Provide source-to-target mappings and information-model specification documents for data sets,
Create best-practice reports based on data mining, analysis, and visualization,
Evaluate internal systems for efficiency, problems, and inaccuracies, developing and maintaining protocols for handling, processing, and cleaning data,
,
,Qualifications,
,
Bachelor Degree in Quantitative Analysis: Statistics, Mathematic or Computer Science.,
Have a strong statistical skills and analysis. Experience working with Data from database (MySQL, PostgreSQL, etc).,
Experience with R/RStudio, Tableau is advantages.,
Have ability to communicate quantitative analysis in a clear, precise, and actionable manner.,
Strong interpersonal and communications skills including the ability to communicate technical/statistical concepts to non-technical audiences",Data Analyst,Jakarta
4 days ago,ABeam Consulting Indonesia,"Job Responsibility:,
,Define business issues with client and propose analytics subject to solve them.,
,Extract data from several data sources with scratch SQL queries and cleanse the data from the statistical perspective.,
,Analyze data and summarize insight into intelligible document and share it to client management and users.,
,Build statistical model and do advanced analysis by utilizing Statistical Method and Machine Learning.,
,Keep learning and developing new skills, as well as encourage team member's skills development.,
,
,Required Skills/ Experience:,
,Strong technical experience for data analytics/handling solution such as R, Python, SAS, SQL.,
,Experience for building model and related advanced analysis such as classification, regression, clustering, etc.,
,Advanced MS Excel: pivot table, index, vlookup. Power Pivot and VBA experience a plus.,
,Experience with data quality assessment techniques.,
,Experience with data harmonization, normalization, aggregation, allocation, etc.,
,Able to adapt new technology and current trend in IT field.,
,Strong quantitative skills and statistical knowledge.",Data Analyst Data Scientist,Jakarta
3 days ago,Home Credit Indonesia,"Independently perform analysis in order to monitor and maintain portfolio risk & prepare regular UW report and strategies changes
,
Provide analysis to monitor and maintain portfolio risk in the company to be use as base for risk segmentation
,
Provide regular report by daily, weekly or monthly and ensure it will be delivered accurately and within timeline.
,
Implement and test UW strategy to ensure the strategy is running properly and reach the expected target.
,
Improve and optimize scripts to reach better efficiency
,
Participate on preparation of UW changes and communication with business
,Bachelor’s degree or above, education background preferably from Mathematics, Statistics or IT & information system.
,
Have minimum 1-year experience as an analyst.
,
Having basic knowledge of analytical tools such as Excel, SQL, Tableau
,
Plus is experience with statistical tools/programs such as Python, R, Stata
,
Able to communicate in English
,
Having knowledge of credit bureaus
,
Good understanding of consumer finance services, processes and products
,
Have experience from Operation, Collection, Underwriting department or data science/analysis
,
Have experience in using analytical tools such as SQL query, SAS, Oracle BI
,
Strong analytical background
,
Willing to learn new skills
,
Ability to prioritize
,
Excellent time management and ability to work under pressure
,
Results oriented",Data Analyst (Reporting),Jakarta
30+ days ago,Stockbit,"We are looking for a Data Analyst that will help to conduct research and analyses in order to deliver reports to the senior management on the performance of marketing campaigns and programs as well as conducting forecasting and estimations on the profitability of those campaigns. At this capacity, the role also optimizes targeting and segmentation as well as the allocation of budgets across multiple marketing channels.,
Responsibilities:,
,Assist in building the analytical component to conduct deep-dive analysis of all data deriving to recommend decision making in Marketing and Growth & Product departments,
,Execute analytical projects and understanding of analytical methods,
,Work with Marketing & Product team on all campaign planning and analyses,
,Find solution to complex business problems through data analysis and statistical module,
,Discover interesting findings,
,Building dashboard, report and monthly report for stakeholders,
,Defining metrics & conduct experiments to evaluate the impact of new and existing product features,
,Defining success of new the product with product team and build dashboard to track the progress,
,Requirements,
,A Bachelor's degree, preferably in Computer Science, Statistics, Mathematics, Economics or Engineering,
,Min 1 year of relevant work experience in management/strategic consulting, banking, FinTech, online payments/e-wallets, eCommerce, and/or start-ups.,
,Strong foundation in data query/manipulation using SQL and data visualization using tools like Tableau.,
,Quantitative discipline with strong business sense and ability to articulate complex analysis results to a wide range of audiences, and translate these to actionable business insights. Primarily driven by quantitative outcome for all decision-making.,
,Ability to pinpointing the problem and find a solution from the data,
,Possess structured critical thinking, detail-oriented. Experience in analyzing & quantifying complex strategic issues tied to long-term business growth.,
,Effective communicator to both technical and business audiences,
,Benefits,
,Supportive teammates,
,Health insurance benefits,
,Self development activities that support careers,
,Flexible working hours,
,Remote working during pandemic,
,Broaden your knowledge in financial investment",Data Analyst,Jakarta
30+ days ago,HappyFresh,"HappyFresh is the fastest-growing online grocery marketplace in South-East Asia and Asia's Best Company to Work For 2019. Headquartered in Jakarta, we have expanded to major cities in three countries and now operate in Indonesia, Malaysia, and Thailand. Every day, our team delivers the #FreshlyHandpicked quality groceries to thousands of customers.,
As a company, we are here to deliver a simplified life by providing an easy grocery shopping experience with a high-quality service. With our HappyFresh Culture, we believe we can achieve our goals with you in it.,
As our ,Data Analyst - Regional Operations,, you will be supporting the Regional Operations team as well as the rest of the company to provide visibility across key operational metrics. Not only will you be making data available for the rest of your team, but also you will be in charge of providings insights to help make impactful decisions.,
,What you'll be doing?,
Setting up, maintaining and updating a comprehensive report structure for HappyFresh operations (Logistics, Content and Customer Experience),
Provide analyses on an ad-hoc basis to support key decisions,
Support in the creation of use cases to help the prioritization of new initiatives,
Processing and gathering complex datasets from multiple data sources,
Creating automations that make the Operations team work more efficient,
,Who are we looking for?,
Degree from a top-tier university in Statistics, Mathematics, Economics or Computer Science,
1 to 2+ years of previous successful experience as a Data analyst,
Strong analytical skills with the ability to process & clean data, identify & analyze trends,
Advanced knowledge of SQL to query databases and transform datasets,
Great communication skills, ability to build rapport quickly within a diverse/multicultural environment,
Willing and able to learn how to use new tools according to the project requirements,
Experience working with Data Visualization tools such as Tableau or Web Analytics tools like Amplitude is a plus,
Programming languages like R or Python are a plus,
,Perks,
Employee discounts: affordable grocery special for HappyFreshers!,
Generous medical, dental, and maternity insurance,
HappyHealth; allowance provided to HappyFreshers for health activities and health-related items,
LinkedIn Learning access for all courses!,
Work-from-home days,
12 days of paid leave per year, plus additional 1 day off for every work anniversary,
HappyFit; a free & fun exercise time along with HappyFreshers inviting professional trainers,
HappyMind; a psychological consultation program with experts from Clinician, to keep your mental health in track,
Lactation room for working mothers,
Occasional celebration for when we achieve something big together!,
,See what it's like to work here: http://happyfresh.com/careers",Regional Operations Data Analyst,Jakarta
30+ days ago,PT Sinergi Performa Cipta,"Persyaratan
,1. You are someone with 0-2 years of experience working with data
,2. You comfortable in writing SQL (Consider yourself a 10 on 10)
,3. Be willing & able to quickly learn about new businesses, database & analysis techniques
,4. Ability to tell a good story & support it with numbers and visuals
,5. Strong oral and written communication Tanggung Jawab
,1. Work closely with product, growth strategy and ops teams to solve daily business problems
,2. Work on creating dashboards for company-level metrics and understand the derivation in business metrics and ready to get your hands dirty to solve the problem at hand
,3. Be responsible for managing your work pipeline and creating re-usable analysis and documentation
,Disclaimer:, melamar pekerjaan di Karir.com tidak dipungut biaya",Junior Data Analyst,Jakarta
30+ days ago,Tokopedia,"Job Description:,
Become SME (Subject Matter Expert) in terms of Data & Analytics within Business Unit/Cluster,
Understand and Analyze Transactional (Order Related), Behavioral (Event Tracking, Client Activity) ,and Demographic data,
Explore Various Datasets to Generate Insights, Conclusions and Recommendations,
Produce Rich, Insightful, Meaningful and Beautiful Dashboards for Monitoring, Reporting that Automates Insight Generation,
Collaborate and synergize across with other data functions such as Data Engineering, Business Intelligent, Data Tracker , and Data Scientist teams,
Strategic Partner for Product (Feature, Functionality), Business (Campaign, Initiatives) and also Technology (Implementation),
Produce data visualization and story tell the data with required tools.,
Perform work with solid Excel proficiency & SQL knowledge.,
Develop understanding of data wrangling & data manipulation (R/Python),
Basic statistics modelling utilization,
Provide data insights on demand and proactively in order to assist operations,
Requirement:,
Bachelor's Degree,
1+ years of Data analytics experience is a plus",Data Analyst Associate,Indonesia
30+ days ago,PT Payfazz Teknologi Nusantara,"Collecting, compiling, and designing information & data requirements related to a particular task/project
,
Prepare end-to-end data process for all of the data required by CEO Office and Transformation Unit Team. You will collaborate with Data Engineering Team.
,
Create and provide a dashboard.
,
Assist CEO Office and Transformation Unit Team to investigate the anomalous phenomenon. You will collect all relevant information that can help you in responding to investigations, in collaboration with a data analyst in the business unit team.
,
Documenting analytics and business requirements related to assigned tasks.
,Minimum has a Bachelor Degree in Statistics, Mathematics, or Computer Science
,
,Proficient in one of the database languages (ex:, PostgreSQL, mySQL, prestoSQL, etc.)
,
Proficient in R or python
,
Has knowledge on measuring a structured and unstructured variable, and knowledge on basic statistics
,
Experienced in using BigQuery, Tableau or any data platform is a plus",Data Analyst,Jakarta
10 days ago,Traveloka,"Company Description,
,
Traveloka is Southeast Asia's leading technology company providing access for users to discover and purchase a wide range of transportation, accommodation, lifestyle activities, and financial services products.,
,
Transportation as one of our first and most critical business units has a primary mission to ensure customer's mobility in high convenience, comfort, and confidence even during this challenging pandemic situation, by providing a wide range of products: Flight, Train, Bus/Shuttle, Car Rental, Airport Transfer, among others.,
,
As Data Analyst for Transportation, you will provide DREAM (stands for: Database, Reporting, Experimentation, Analysis, and Modelling) solutions to help our leaders and stakeholders make good, relevant, and appropriate data-driven or data-informed decisions.,
,
You will collaborate closely with other Data/Tech fellows (Data Eng., ML/AI Eng., Data Science, Product Eng., etc.) and become a pivotal thought partner for business stakeholders (Product, Growth, Marketing, Partnership, Design, Platform, Cust. Ops, etc.) in moving fast with calculated risk to develop or deliver innovative and exciting products, features, campaigns, or other business initiatives to achieve business goals.,
,
,
What you will do, - DREAM as day-to-day activities:,
,
,Database:, design, test, and collaborate with relevant parties (e.g Product Eng., Data Eng.) to enable, extract, or enrich data/data pipeline required for other DREAM activities.,
,Reporting:, design, build, and disseminate dashboards or other self-served data products to enable stakeholders get quick business performance, conduct data exploration, or derive quick insights.,
,Experimentation:, design, analyze, and disseminate experiments or causal-impact studies to test multiple hypotheses, variants, or initiatives and infer the best result(s) based on relevant success metrics.,
,Analysis:, design, perform, and disseminate descriptive or diagnostic analyses with valuable findings and actionable insights to better understand the business.,
,Modelling:, design, develop, and collaborate with relevant parties (e.g Product Eng., ML/AI Eng., Data Sci.) to deploy supervised or unsupervised models as per business needs to optimize business performance.,
,
,
What you will need, - expected qualifications:,
,
,Passionate in data, analysis, or insights with high curiosity and skepticism.,
,
,Good communication, presentation, and storytelling skills to deliver data-inspired findings.,
,
,3+ years of data role experience (analyst, scientist, or engineer).,
,
,2+ years of hands-on experience with SQL, spreadsheet, and R/Python.,
,
,1+ years of dashboarding experience with BI or dataviz tools (Tableau, PowerBI, Qlik, Looker, Tibco, Metabase, Domo, Google Data Studio, etc.).,
,
,Prior experience in conducting statistical experimentation or A/B testing is a plus.,
,
,Prior experience in developing unsupervised/supervised models is a plus.,
,
,Prior experience in working on cloud platforms (GCP, AWS, Azure, etc.) is a plus.,
,
,Bachelor/Master's degree majoring in Statistics, Mathematics, Physics, Computers/Informatics, Engineering, or Economics is a plus.",Transport Data Analyst,Tangerang
18 days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,August 18, 2021,
,About the Role,
Fasten your helmet and climb aboard if you’re ready to be our Senior Data Analyst in our Enterprise BI practice. Based in Jakarta, Indonesia, you'll be an integral player within Gojek’s IT Enterprise Systems team under the CIO Organization.,
,
As our Senior Data Analyst, you’ll be instrumental in the Enterprise BI IT Business Partner (ITBP) wheel of Gojek that directly supports the all Enterprise Functions of Gojek which includes Finance, Accounting, and Tax (FAT), HR, Corporate Planning, MM, Procurement etc. team in automating various processes and providing data required for corporate and financial reporting. You’ll focus a bulk of your time on developing and maintaining data automation for corporate and financial processes. The Data Warehouse, respective back-end and product, and ITBP finance support teams will be your companions on this ride. You’ll have ample opportunity to flex your SQL and Python programming skills, streamlining and automating various corporate planning and financial operations for the wider team to utilize.,
,
,What You Will Do,
,Become the “Data Advisor” for business team and making an impact storytelling with data by summarizing, profiling, sampling and analyzing terabytes of data,
Identify, analyze, and interpret patterns in complex data sets to investigate issues, find root causes, and propose solutions,
Implement best practices in data model & SQL using knowledge of Gojek’s Business Functions,
Develop data automation for data collection, analysis, output,
Support the FP&A, FAT, HR, etc for data & analytics needs,
,What You Will Need,
,At least 6+ years of experience as a BI Analyst or Data Analyst with proven track record of successfully working in large data management projects;,
Strong knowledge of DBMS (e.g. Postgre, MySQL, SQL Server, etc), programming (e.g. Python, Java, C#, Ruby, etc), and ETL frameworks (e.g. Airflow, Pentaho, Talend, etc),
A Bachelor’s degree with a major in Computer Science, Informatics, Engineering, or Mathematics,
Strong communication skills in Bahasa and English written and spoken, to collaborate with our local and international teams,
Excellent analytical and problem solving skills in order to understand Gojek complex business scenarios,
Exposure working in finance and accounting processes is a plus,
Strong sense of ownership and accountability and drive for results,
Inquisitive, self-motivated, resourceful, dedicated, and capable to work under minimum supervision,
,About the Team,
The office of the CIO leads the company's information technology strategy and implementation. All internal and enterprise systems are maintained and implemented by the CIO’s team; they look after a variety of systems, including (but, not limited to): finance, people services, productivity, operations, internal security login, authentication, account authorization, account audits, and email. This office also leads all IT asset procurement, budgeting, and implementing equipment policies.,
Under the office of the CIO, the IT Enterprise Systems team governs, manages, and aids Gojek Enterprise applications and information globally. The Enterprise BI team, part of the IT Enterprise Systems Team (which this role will be situated within), is a new team being built. Based in Jakarta, Indonesia, this team will be the single source of truth for the Gojek Enterprise, catering to all corporate functions of Gojek and its operating units. This team will work alongside the IT Infrastructure and IT Information team. This is an exciting time to join our squad as we’re prepared to expand rapidly in 2021 by tapping into newly-emerged offerings within the Gojek group ecosystem and beyond.,
Our roles range from carrying out project implementations to supporting users globally. We’re part of the team that oversees all internal enterprise systems that are maintained and implemented by the CIO’s team, and work together to govern, troubleshoot, and improve them. It’s our job to ensure that Gojek Enterprise applications run seamlessly. We're a highly dynamic team, so our emphasis on learning and working on new things (i.e. going the extra mile) is our key to success.,
,
We are a tight-knit group that is bonded by two things: supporting Gojek's capability as a global company, and supporting each other as a family . For real - our weekly conversations range from the latest automation breakthroughs to sharing our favorite ways to stay healthy and happy as we get through this pandemic together. We don't mind working extra hours if need be (sometimes, things come unexpectedly) because we're encouraged by seeing our efforts come to fruition and benefit our users around the globe.",Senior Data Analyst - Enterprise BI,Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,July 28, 2021,
,About the Role,
If you’re a data analyst at heart, this role is for you! because you’ll beginning insights from the sea of data, building data products, and designing experiments with the ability to see the real-time impact of your contribution. You’ll get to work with a talented troop of business leads, product managers and fellow data folks, and spend a majority of your time diving deep into some of the most challenging analytical problems in Gojek Transport- Southeast Asia’s leading and fastest-growing ride-hailing business - including Product Experience, Partnership, Strategy & Planning streams.,
,
,What You Will Do,
,Design and analyze experiments,
Perform exploratory data analysis using SQL and R/Python and present interesting findings to business stakeholders to drive business and strategic decisions,
Build self-serve data products such as dashboards and tables to reduce time to insights,
Perform advanced analytics when needed (such as building machine learning models using R/Python or data web apps using Shiny/Dash)Manage a small team of BI analysts, act as technical mentor and people manager,
,What You Will Need,
,At least 5 years of total experience in analytics/BI functions,
At least 3 years of practical experience in SQL and R/Python (there will be a technical phone screen to test you on this!),
At least 1 year of people management experience (managing a BI team) prior experience with applied statistics, experimental design (there will be a technical phone screen to test you on this!)
,Able to tell a coherent data narrative using visualization tools and able to set best practices in data visualization to convey a product insight through impactful graphs,
Proven ability to recognize business needs and ability to communicate with multiple stakeholders including PMs, business and operations,
Balance attention to detail with swift execution,
,About the Team,
Our team, Transport Business Intelligence (BI) leverages its expertise and skills in data and analytics to solve some of Gojek’s core and most crucial issues. Our Transport team is a big family of 100+ members made up of engineers, analysts and product managers spread out across Jakarta, Bangalore, and Singapore. We run Southeast Asia’s leading and fastest-growing ride-hailing business, and oversee all things related to our riders and driver-partners’ needs in daily transport and work daily to create solutions to these issues. So it goes without saying that our team is equipped with Gojek’s vast amount of data and superb analytics tools.,
We, the Transporters, know how to work hard and play hard. Though working from home has been a big change, it hasn’t made work boring - in fact, we’ve been enjoying this new work set up more than we expected! When we aren’t busy working, you’d probably find us playing online games like Among Us and Sketchful, or catching up with each other on our virtual hangouts. We work as a team to get our job done well, and genuinely enjoy each other's company.",Data Analyst Manager - Transport,Jakarta
30+ days ago,AIA,"Bring your career aspirations to life with AIA!
,Responsible for delivering standard reports on periodic basis as required by the business for operations, regulatory, statutory purpose
,Prepares regular reporting to management on metrics relating to business, operations, risk, compliance, workforce, etc. or statutory authorities on regulatory metrics
,Develop procedures for reporting, extract, collate and populate data to reporting template
,Validate data accuracy and liaise with relevant parties to rectify data quality
,Build a career with us as we help our customers and the community live healthier, longer, better lives.
,You must provide all requested information, including Personal Data, to be considered for this career opportunity. Failure to provide such information may influence the processing and outcome of your application. You are responsible for ensuring that the information you submit is accurate and up-to-date.",Operations Data Analyst,Jakarta
30+ days ago,J-Express,"Actively communicate with users in translating their report requirements.
,
Collect, process, analyze, and validate data from various sources (in collaboration with Data Miner) before presenting them to users in the form of reports.
,
Complete data requests according to user’s requirements.
,
Ensure data in monitoring dashboard is up to date.
,
Produce informative reports to users on a regular basis (Daily, Weekly, and Monthly).
,Minimum Bachelor’s degree from any major. (Information Technology, Statistics, or MIS preferred).
,
Knowledgeable in logistics and statistics.
,
,Required skill(s) :, Ms. Excel, Ms. Access, Tableau, and SQL.
,
Able to create informative report and dashboard.
,
A team player, eager to learn, organized, outgoing personality, and have strong problem solving skill.
,
Proficient in English is a must.",Data Analyst,Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,June 22, 2021,
,About the Role,
If you’re a data person at heart, this role is for you. As part of the Cartography stream - Gojek's mapping platform - you'll mine insights from a sea of data, build data products, and design experiments and exploratory data analyses. You’ll get to work with a talented troop of business leads, product managers, map operations experts, and fellow data folks, and spend a majority of your time working on some of the most challenging analytical problems in Cartography. You'll develop and deploy data science solutions to improve our mapping products that our users can rely on and enjoy.,
,
,
,What You Will Do,
,Design and analyze experiments,
Perform exploratory data analysis using SQL and R/Python and present relevant findings to business stakeholders to drive business and strategic decisions,
Dive deep into analysis to identify data quality and coverage issues and support business decisions by our Product and Operations teams,
Build self-serve data products such as dashboards and tables to reduce time to insights,
Perform advanced analytics when needed (such as building machine learning models using R/Python or data web apps using Shiny/Dash),
,What You Will Need,
,At least 4 years of practical experience in SQL and R/Python (Heads up - there will be a technical phone screen to test you on this!),
Prior experience with applied statistics and experimental design (Heads up - there will be a technical phone screen to test you on this!),
Prior experience with supervised & unsupervised learning and business analysis is a plus,
Strong ability to tell a coherent data narrative using visualization tools and set best practices in data visualization to convey a product insight through impactful graphs,
Proven ability to recognize business needs and to communicate with multiple stakeholders of varying seniorities within the Product Management, Business, and Operations streams,
Ability to balance attention to detail with swift execution,
Prior experience (research or industry) in the geospatial and mapping domain is a plus,
,About the Team,
Our Cartography team, based in Singapore and Jakarta, is a platform team that surfaces mapping technologies needed by all internal product teams and business units within Gojek. In simpler terms, we make maps fit for our users' needs and provide geospatial insights across the company. At the heart of Gojek’s businesses, we move things around - whether that’s people, food, packages, or fresh groceries. This boils down to knowing the best routes, predicting traffic patterns, and knowing our region like the back of our hand.,
,
We continuously build data products for ETA prediction, mapping error detection, map-matching, location search and ranking, and reverse geocoding. One of our most successful implementations was the generation of new pickup points via unsupervised learning and NLP. We've since deployed the pickup points generation and ETA prediction models in our main markets, and have our sights set on scaling these features to the wider region and beyond.,
,
We’re a tight-knit, high-functioning team who genuinely love what we do, as we can see the results of our efforts play out in our users' everyday lives. When we aren’t working, you’d probably find us with our noses in books, or our eyes glued to the TV screen watching the latest Korean dramas. We also prioritize self-care and wellness, and are equally concerned with each others’ personal and professional developments.",Lead Data Analyst - Cartography,Jakarta
3 days ago,Schneider Electric,"Do you dream of working in a company that is driven by a meaningful purpose? An inclusive company that empowers you to do your best and be innovative?
,We are looking for ,Data & Business Analyst ,to make an impact!
,At ,Schneider Electric ,, we believe access to energy and digital is a basic human right. We empower all to do more with less, ensuring Life Is On everywhere, for everyone, at every moment. We provide energy and automation digital solutions for efficiency and sustainability.
,What will you do?
,Perform duties independently under general, minimal supervision within specific assignments; research, analyze and make recommendations on administrative, management, and procedural practices and other complex business problems; analyze, evaluate and integrate business processes and procedures; apply creative thinking in the use of case management systems and development of business processes.
,- Assisting for APAC Business case/strategy development
,
,Analyze opportunities and support Country sales force in project selection
,Ensure full follow-up of Customer Project Process (CPP)
,Use the company tools and ensure that the tool is kept updated (BFO)
,Participate in Pipeline review with countries and follow up actions
,- Be the referent for the zone APAC for the CPP and all actions linked to the Solution opportunity Committee
,
,Support Marketing events and Market intelligence
,OHSAS concern :
,
,Pro-actively report any SHE related matters within his/her responsibility/work area
,Aware and identify SHE related matters and implement it in daily job,
,
,Qualifications,
,Who would be successful?
,3-5 years experience as a Business Analyst
,Strong analysis skill, Planning and controlling skill
,Computer skills (Powerpoint, word and excel),
,Communication skills. Fluent in English.
,Primary Location
,: ID-DKI Jakarta-Jakarta-Cilandak
,Schedule
,: Full-time
,Unposting Date
,: Ongoing",Data & Business Analyst,Jakarta
