available_since,company,job_description,job_title,location
30+ days ago,Mekari (PT. Mid Solusi Nusantara),"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Talenta, Sleekr, Jurnal, KlikPajak) have been used by tens of thousands of business in Indonesia.,
,To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.,
,
,Job Descriptions:,
,Conduct data analysis using SQL and Python,
,Collaborate with multiple divisions to provide statistics or business data that can help to drive business insights,
,Interpreting data and analyzing results using statistical techniques,
,Integrate data from multiple sources to data platform,
,Build user friendly dashboards that drive business insights,
,Communicate with multiple divisions regarding their needs for data to support data-driven initiatives,
,Consulting with internal customers (e.g. Operation, Commercial, Product, etc) to develop analyses that lead to actionable insights,
,Requirements/Qualifications:,
,Bachelor's Degree in a quantitative discipline such as Computer Science, Engineering, Statistics, or Mathematics,
,Experienced with SQL and Python programming,
,Strong verbal and written communication skills, as well as problem-solving skills,
,Having curiosity for data discovery,
,Ability to implement verbal and visual storytelling with data,
,Ability to think strategically and creatively,
,Experienced with Machine Learning is a plus,
,What You Will Get:,
,Competitive salary + daily allowance,
,Strategic office location, accessible by MRT,
,Flexible working hours and remote work culture,
,Friendly and dynamic work environment,
,Opportunity to take part in growing Indonesia's no. 1 SaaS company",Internship - Data Scientist,Jakarta
30+ days ago,FinAccel,"We are looking for a result-focused and innovative Senior Data Scientist who also possess strong business acumen. As a Senior Data Scientist, you will lead the initiatives to build variety of data products to improve the efficiency and the effectiveness of the existing business process as well as mentoring and coaching junior data scientists. You will have a unique opportunity to work in a fast pace business and utilize vast amount of data, ensuring high growth working environment.,
,Job Description:,
,To mentor team of Data Scientists in a multi-disciplined team where you will take full ownership of turning discoveries and ideas into machine learning models,Identify opportunity and conduct R&D to improve efficiency & effectiveness of business process using ML model across variety of fields such as risk, marketing, collection, customer service, underwriting; by using our vast amount and unique set of data,Actively contribute to taking Data Science at FinAccel to the next level,Communicate clearly the potential impact of data products to relevant stakeholders.,
,Requirements:,
,4+ years of industry experience in working at financial domain for a consumer-facing company,Experience building robust end-to-end predictive models using the latest Machine Learning techniques and methodologies,Proficiency in Python or R. Exposure to RDBMS (i.e. MySQL, PostgreSQL) and No-SQL platforms (i.e. S3),Proven communicator with technical teams, clients and senior stakeholders,
,Bonus points (optional) for:,
,Experience with alternate data to evaluate credit risk,Experience in building state of the art Computer Vision or NLP models",Senior Data Scientist,Jakarta
13 days ago,PT Valdo,"DATA Scientist,Requirements:,Minimum Bachelor’s Degree in technical engineering or analytical field (statistics, computer science,mathematics etc.),Having minimum 2 years of work experience in information systems,Having good knowledge with R and/or Python Analysis environments,Strong with SQL/HIVE-based data environments,Orientation towards quality and results,Strong expertise in data, project and time management,Efficient communication,Experience in BI Tools Cognos/Tableau,Experience in Framework Big Data Hadoop,Experience in Machine Learning,Jenis Pekerjaan: Kontrak",Data Scientist - Jakarta,Jakarta
30+ days ago,Tokopedia,"Job Description:,
Perform tasks such as data exploration, cleaning, and feature engineering,
Perform research into state-of-the-art algorithms from research papers with guidance from lead data scientists,
Implement data science algorithms from research papers with guidance from lead data scientists,
Development of APIs from data science models,
Collaborate with team members from data science and other teams to develop data science solutions,
Requirements:,
Bachelors in Math, Statistics, Computer science, or Engineering,
2+ years experience in a data science role,
Hands-on experience with machine learning model development in python,
Experience and deep understanding understanding of:,SQL,
Python programming,Machine learning models such as random forests, gradient-boosted trees, or neural networks,
Knowledge and experience in at least one of the following areas:,Natural Language Processing,Computer Vision,
 - Information Retrieval - Search & Recommendations,Fraud detection,Time-series analysis and modeling,
Collaborative team player,
Intellectually curious and always learning",Senior Data Scientist,Indonesia
17 days ago,Bonza,"Company Description,
About Bonza,
Bonza is a no-code AI platform that aims to remove friction and barriers organizations face when creating and implementing data-driven solutions. Our first plug-and-play AI application use case that we have built is AI Fraud Detection engine that is designed to solve fraud problems in fintech and eCommerce sector in Indonesia.,
Now, as our business grows, we are looking for great talent to join our team!,
,
,Job Description,
What could your day look like?,
Work with data scientist team in building monitoring dashboards to detect potential fraud and help our clients to prevent losses due to fraud.,
Lead data science team and build machine learning models through all phases of development, from design, testing, data gathering, training, evaluation, validation, and implementation.,
Working with a cross-functional team of Product, Engineering, Designs teams to drive Bonza’s strategic product roadmap.,
Identify, evaluate, and deploy new algorithms, data strategies, testing strategies, and implementation capabilities to drive continuous innovation.,
Lead and grow data scientist team to achieve their professional goals,
,
,Qualifications,
Requirement,
Quantitative background (Science, Technology, Engineering, and Mathematics background preferred),
Good communication and presentation skills (Data storytelling),
At least 5 years of work experience with large data sets and relational databases in a fast-paced and dynamic business environment,
Track record of evaluating data-driven solutions through experiments or other statistical analyses,
Experience in SQL and manipulating large data sets,
Proficient in at least one programming language (preferably Python, R),
Knowledge of business intelligence tools (Tableau, PowerBI, Looker), databases, and data warehousing solutions (BigQuery, Redshift),
Have good leadership skills, passionate about talent development and growth in your own team and beyond. Definitely a team-oriented person.,
Innovative and continually research and evaluate emerging technologies,
Plus points for you if you have knowledge in data engineering tools (airflow, prefect, azkaban) and distributed computing frameworks such as spark, dask, or vaex,
Additional Information,
We are conducting virtual interviews to keep our candidate and employees safe.,
What’s on offer:,
To be part of Indonesia’s fastest growing data analytics company,
A great work culture, with coaching, massive ownership and growth opportunities,
Passionate and innovative work culture,
Attractive remuneration package and insurance coverage",Lead Data Scientist,Jakarta
30+ days ago,Kuryo Technology,"Minimum Bachelor’s degree quantitative field, e.g. Computer Science, Math, Physics.,
 ,Outstanding problem-solving skills and analytical thinking.,
 ,Familiar with data structures and algorithms, Python or R language, SQL based database, and Hadoop framework.,
 ,Familiar with a statistics or machine learning.,
 ,Good in data visualizations and communications.,
 ,An ability and eagerness to constantly learn and teach others.,
 ,Have a passion with big data science.",SYSTEM ANALYST / SENIOR DATA SCIENTIST,Surabaya
30+ days ago,Cybertrend,"Deskripsi pekerjaan Data Scientist PT Cybertrend Intrabuana,
,Requirements:,
,Bachelor’s degree from an accredited university or college in Computer Science / Information Technology / Mathematics / Statistic or equivalent.,
,At least 3 years of working experience as a Data Science or in a related field.,
,Understanding of business process in multiple industrial,
,High-level experience in Data Mining,
,High-level experience in one or more natural language processing topics: tagging, syntactic parsing,,
,word sense disambiguation, topic modelling; contextual text mining and application of deep learning to NLP.,
,High-level experience working with a wide range of predictive and decision models and data mining technigues, as well as tools for developing such models.,
,High-level experience using Data Science tools and Algorithm(e.g. Machine learning / phyton / R / Data Mining / Statistics / K-NN / Naivebayes / SVM / Weka / SPSS / Sentiment Analysis / NLP),
,Ability to communicate with business user to capture business data needs.,
,Strong analytical thinking and problem solving.,
,High-level written and verbal communication skills.,
,Skills wajib,
,SPSS,
,Python,
,Machine Learning,
,Data Mining,
,R Programming,
,Tunjangan dan keuntungan,
,Tunjangan kesehatan dan kebugaran,
,Tunjangan pengembangan diri,
,
,Please send your Cover Letter + C.V",Data Scientist,Jakarta
26 days ago,Impact Credit Solutions,"Background,
Impact Credit Solutions (“ICS”) is a financial technology Company that enables small business lending in Southeast Asia. We combine deep expertise in alternative lending with best-in-class technology solutions to bridge international capital markets with underserved communities in Southeast Asia. Website: https://impactcredit.solutions/,
Role,
The Company is recruiting for the Data Scientist role to join our Data Science & Risk Analytics Team (exact job title commensurate with experience), to help accelerate the Company’s innovation and data-driven strategy including data management, predictive analytics, machine learning and intelligent automation.
,Designed as a career accelerator to foster the next generation of leading talent, our Company provides the framework to develop world-class technical skills and gain a comprehensive understanding of credit, model development and technology, from application and data development to advanced analytics and beyond. You will work at all passes of data science life cycle, including :,
Build machine learning models through all phases of development, from design through training, evaluation and validation, and partner with engineering teams to improve operationalization in scalable and resilient production systems to serve millions of customers.,
Partner closely with a variety of business and product teams to conduct the experiments that guide improvements to customer experiences and business outcomes in domains like credit risk, marketing, servicing and fraud prevention.,
Write software (R, Python, Scala, e.g.) to collect, explore, visualize and analyze numerical and textual data (customer transactions, payments, etc.) using tools like Spark, Elasticsearch, and AWS.,
The ideal candidate will be:,
Curious and creative: You thrive on bringing definition to big, undefined problems. You love asking questions, and you love pushing hard to find the answers. You are not afraid to share a new idea. You communicate clearly and effectively to share your findings with non-technical audiences.,
Technical: You have hands-on experience developing data science solutions from concept to production using open-source tools and modern cloud computing platforms. You are not afraid of petabytes of data.,
Statistically minded: You have built models, validated them and back tested them. You know how to interpret a confusion matrix or a ROC curve. You have experience with clustering, classification, sentiment analysis, time series analysis and deep learning.,
Customer and product oriented: You share our passion for changing banking for good.,
Basic Qualifications,
Bachelor’s Degree and some experience in data analytics,
Some experience in open-source programming languages for data analysis,
Experience with machine learning,
Experience with relational databases,
Able to speak English and Bahasa Indonesia fluently,
Preferred Qualifications,
PhD or Master’s Degree in “STEM” field (Science, Technology, Engineering, or Mathematics),
Experience working with big data, cloud computing,
Experience in Python, Scala, or R,
Experience with developing credit models / model development lifecycle,
Experience with SQL,
,Benefits,
Challenging role in a startup environment with strong growth ambitions,
Meaningful work toward the Company’s social impact mission and vision,
Competitive compensation and benefits,
At ICS, we are committed to diversity and equitable access to employment opportunities based on ability. Interested candidates can send their applications to careers@impactcredit.solutions. We thank all applicants for their interest but will only contact candidates selected to advance in the hiring process.,
,
,PhxlqjGcfP",Data Scientist,Jakarta
27 days ago,PointStar Pte Ltd,"Let’s get to know you!,
,
1.Have minimum 1 year(s) experience in Data Science, Data Analytics, Business Analytics, or related field working with Data.,
,2.We are an advocate of training each other, if you’re a fresh graduate from Engineering (Computer/Telecommunication), Computer Science/Information Technology, Statistics major or looking for a career change; feel free to apply with us. Diversity is a key value to us.
,3.Strong experience in Python, R and SQL, PySpark, Graph, etc. and Big Data platforms such as Cloudera or GCP.,
,4. Willing to be located in Bandung.",DATA SCIENTIST,Indonesia
13 days ago,Zenius Education,"Identify valuable data sources and automate collection processes
,
Undertake preprocessing of structured and unstructured data
,
Analyze large amounts of information to discover trends and patterns
,
Build predictive models and machine-learning algorithms
,
Combine models through ensemble modeling
,
Present information using data visualization techniques
,
Propose solutions and strategies to business challenges
,
Collaborate with engineering and product development teams
,Here at Zenius, we value fundamental skills as key components in our recruitment process. To fill this role, you are required to have ZenCore levels of:
,
40 for Math
,
40 for English
,
40 for Verbal Logic
,
For more information on ZenCore and how you can gain a ZenCore level, please click here . For this position, you are also required to have a minimum qualification as follows:
,
Proven experience as a Data Scientist or Data Analyst
,
Experience in data mining
,
Understanding of machine-learning and operations research",Data Scientist - I6042,Jakarta
23 days ago,PT. Orang Informasi Teknologi,"PT. Orang Informasi Teknologi are currently looking for a Data Scientist Middle to Senior Level.,Requirements:,Have at least 2-years of experience in a related field,Bachelor degree in a IT related discipline or equivalent experience,Good computer skills and the ability to use business support software.,Math & Statistics,Programming Languages (Python, R, SAS, Matlab, SQL, PQL, Hive, Scala),Business Story-telling and Data Visualization,Distributed Computing Frameworks,Machine Learning Skills,Details:,Start: ASAP,Duration: 60 days (20 days a month),Location: Jakarta, Indonesia,By joining our company, you will gain unique experiences and work for global brands.,If you or somebody else you know is interested in this role, please apply with an updated CV in Word format.,Contract length: 60 days,Job Types: Full-time, Contract,Salary: Up to Rp900,000 per day,Work Remotely:,Temporarily due to COVID-19",Data Scientist Middle to Senior Level,Jakarta
30+ days ago,Mekari (PT. Mid Solusi Nusantara),"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Talenta, Sleekr, Jurnal, KlikPajak) have been used by tens of thousands of business in Indonesia.,
,
To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.,
,
Job Desriptions:,
,
,Conduct data analysis using SQL and Python,
,Collaborate with multiple divisions to provide statistics or business data that can help to drive business insights,
,Interpreting data and analyzing results using statistical techniques,
,Integrate data from multiple sources to data platform,
,Build user friendly dashboards that drive business insights,
,Communicate with multiple divisions regarding their needs for data to support data-driven initiatives,
,Consulting with internal customers (e.g. Operation, Commercial, Product, etc) to develop analyses that lead to actionable insights,
,
,Requirements/Qualifications:,
,
,Bachelor's Degree in a quantitative discipline such as Computer Science, Engineering, Statistics, or Mathematics,
,Experienced with SQL and Python programming,
,Strong verbal and written communication skills, as well as problem-solving skills,
,Having curiosity for data discovery,
,Ability to implement verbal and visual storytelling with data,
,Ability to think strategically and creatively,
,Experienced with Machine Learning is a plus,
,
,What You Will Get:,
,
,Competitive salary + daily allowance,
,Strategic office location, accessible by MRT,
,Flexible working hours and remote work culture,
,Friendly and dynamic work environment,
,Opportunity to take part in growing Indonesia's no. 1 SaaS company",Data Scientist Intern,Jakarta
4 days ago,ABeam Consulting Indonesia,"Job Responsibility:,
,Define business issues with client and propose analytics subject to solve them.,
,Extract data from several data sources with scratch SQL queries and cleanse the data from the statistical perspective.,
,Analyze data and summarize insight into intelligible document and share it to client management and users.,
,Build statistical model and do advanced analysis by utilizing Statistical Method and Machine Learning.,
,Keep learning and developing new skills, as well as encourage team member's skills development.,
,
,Required Skills/ Experience:,
,Strong technical experience for data analytics/handling solution such as R, Python, SAS, SQL.,
,Experience for building model and related advanced analysis such as classification, regression, clustering, etc.,
,Advanced MS Excel: pivot table, index, vlookup. Power Pivot and VBA experience a plus.,
,Experience with data quality assessment techniques.,
,Experience with data harmonization, normalization, aggregation, allocation, etc.,
,Able to adapt new technology and current trend in IT field.,
,Strong quantitative skills and statistical knowledge.",Data Analyst Data Scientist,Jakarta
11 days ago,byOrange,"Responsibilities,
Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. Conduct analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.,
Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive knowledge of bank data structures and metrics, advocating for changes where needed for product development.,
Interact cross-functionally, making business recommendations (e.g., cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.,
Research and develop analysis, forecasting, and optimization methods to improve the quality of bank's user facing products.,
Minimum Qualifications,
Degree in a quantitative discipline (e.g., Statistics, Operations Research, Bioinformatics, Economics, Computational Biology, Computer Science, Mathematics, Physics, Electrical Engineering, Industrial Engineering) or equivalent practical experience.,
2 years of work experience in data analysis related fields.,
Experience with statistical software (e.g.: Jupyter Notebook), programming languages (e.g., Python, R) and database languages (e.g., SQL).,
Preferred Qualifications,
Master/PhD degree in a quantitative discipline.,
4 years of relevant work experience, including expertise with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods.,
Applied experience with machine learning on large datasets.,
Experience articulating and translating business questions and using statistical techniques to arrive at an answer using available data.,
Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques.,
Demonstrated skills in selecting the right statistical tools given a data analysis problem. Effective written and verbal communication skills.,
,pt9G4UJZ8N",Data Scientist (Digital Banking),Jakarta
5 days ago,Sayurbox,"Job Description,
Be a part of Sayurbox data team to target business requirements.,
Identify and address user data requirements using data driven solutions.,
Build and maintain prediction models and engines from development to production.,
Minimum Requirements:,
Bachelor degree in Computer Science/Mathematics/Engineering.,
Familiarity with Python, R, and SQL.,
Knowledge in machine learning algorithms related to regression, forecasting, clustering, decision trees, classification, optimization, neural network, etc.,
Have an “out of the box” mindset, understand that problems can sometimes be solved with non-complex solutions.,
Cooperative person and can thrive in team driven.,
Good interpersonal and communication skills to address technical problems early in the process.,
Inspired and driven, volunteer to enhance things without being asked first.,
Love being in a startup environment and working at a fast pace.,
Open minded, appreciate differentiation of background, social, culture and personalities.,
Nice to have:,
Personal ML related projects in Github.,
Kaggle submissions.,
,
,z0P1rtQMOF",Data Scientist,Jakarta
30+ days ago,KoinWorks,"We are looking for an individual who keeps updated with the latest technology, techniques, and methods and has the ability to make an impact to improve the lives of our customers.,
,
Responsibilities:,
,
,Work closely with business users to identify issues and use data to propose solutions for effective decision making,,
,Merge, manage, interrogate and extract data to supply tailored reports to stakeholders, lenders, borrowers, or the wider organization,,
,Maintain clear and coherent communication, both verbal and written, to understand data needs and report results,,
,Create clear reports that tell compelling stories about how lenders or borrowers work with the business,,
,Conduct research for develops prototypes and proof of concepts.,
,
,
Requirements:,
,
,Know some programming languages such as R or Python,,
,Have strong database design and coding skills,,
,Proficient in using machine learning tools and statistical modeling concept i.e. Clustering, Linear or Non-Linear Models, Tree models, etc to produce solutions to problems,,
,Familiarity with cloud tools such as Amazon S3 can also be beneficial,,
,1+ years of experience as a similar data scientist and a degree in quantitative fields.,
,
,
If you think the above sounds fascinating, don’t hesitate to apply and send us your latest CV. Our team will get back to you at soonest. Thank you!",Data Scientist,Jakarta
30+ days ago,Reeracoen Indonesia,"28,500,000 IDR ~ 63,000,000 IDR,
,Jakarta,
,Language :English must be fluent
,Preferably from similar fast-growing start-ups
,Python and SQL have no secrets for you,
,Experience with working in GCP (or any other cloud solution),
,You solve math puzzles for fun,
,A strong analytical mindset with a problem-solving attitude,
,Comfortable with being critical and speaking your mind,
,You are able to translate business problems into data science solutions,
,Be a team player who thrives in a fast-paced and constantly changing environment,
,You constantly push yourself to improve and learn new things,
,About work,仕事内容について,
,Leveraging large amounts of user data,Participating actively in the development of our products,Collect, transform and model data from various sources,Build predictive models to help us figure out what our users need,Design and develop machine learning applications to improve our products and boost our user growth,
,Salary
,28,500,000 IDR ~ 63,000,000 IDR,
,
,Work Location
,Jakarta,
,
,Requirement
,Language :English must be fluent
,Preferably from similar fast-growing start-ups
,Experience :,
,Python and SQL have no secrets for you,
,Experience with working in GCP (or any other cloud solution),
,You solve math puzzles for fun,
,A strong analytical mindset with a problem-solving attitude,
,Comfortable with being critical and speaking your mind,
,You are able to translate business problems into data science solutions,
,Be a team player who thrives in a fast-paced and constantly changing environment,
,You constantly push yourself to improve and learn new things,
,
,English Level
,Business Level,
,
,Other Language
,None,
,
,Benefit
",Data Scientist,Jakarta
30+ days ago,Indodana,"Company Description,
Indodana (PT Artha Dana Teknologi) is a OJK-licensed financial technology company that operates a credit marketplace for peer-to-peer loans. Our mission is to achieve financial inclusion by enabling lenders to provide loans to the 100 million underbanked Indonesians.,
Leveraging sophisticated big data and artificial intelligence technologies, we connect hundreds of lenders with creditworthy borrowers every day. Our team has combined over 25 years of experience in world class financials, technology and payment companies, such as SoFi, LendingClub, Microsoft, Google, Bank Permata, and DOKU. Together, we are working hard to provide our borrowers with accessible loans and our investors with attractive returns.,
,
,Job Description,
Working in a team to build credit risk modelling, analytics and reporting for retail customer,
Partner with product team to determine how technology help to detect and reduce risk.,
Analyze key metrics to determine risk. Help building the variety of data ingredients needed to do modelling effectively,
Maintain the credit model platform which is utilised by the team and expected to provide advice and guidance on ongoing efficiency gains and new credit modelling methodology.,
,
,Qualifications,
Have an undergraduate degree in an analytical discipline (e.g. math, statistics), however other disciplines will be considered,
Have experience of using statistic tool such as R, Python SAS, SQL analytical tools or advanced MS Excel skills,
Willingness to get his/her hands dirty to build the data",Data Scientist - Risk Modelling Specialist,Jakarta
30+ days ago,Tokopedia,"Description:,
Perform tasks such as data exploration, cleaning, and feature engineering,
Perform research into state-of-the-art algorithms from research papers with guidance from lead data scientists,
Implement data science algorithms from research papers with guidance from lead data scientists,
Development of APIs from data science models,
Collaborate with team members from data science and other teams to develop data science solutions,
Requirements:,
Bachelors in Math, Statistics, Computer science, or Engineering,
Exposure to data science through relevant projects, courses, or competitions,
Hands-on experience:,
Python - Pandas, Numpy, Scikit learn,
SQL,
Machine learning models such as random forests, gradient boosted trees, or neural networks,
Knowledge at least one of the following areas is a plus:,
Natural Language Processing,,
Computer Vision,
Information Retrieval - Search & Recommendations,
Fraud detection,
Time-series analysis and modeling,
Cloud computing for ML,
Collaborative team player,
Intellectually curious and always learning",Data Scientist,Indonesia
3 days ago,Schlumberger,"Schlumberger Indonesia - Data Scientist,
,Jakarta - Indonesia,
,Schlumberger Indonesia – Data Scientist,
,
,Job Summary:,
,
Schlumberger has an opening in Indonesia for a Data Scientist role in the Digital Subsurface Solutions Data Science team, who will be responsible for guiding the successful delivery of Analytic Solutions to internal customers. The Data Scientist will be responsible for designing and executing undirected research and tackling open-ended data problems related to AI, ML, predictive / analytical modeling, data mining, and research on large scale, complex data sets, using statistical, machine learning, graph modeling, text mining and other modern techniques. This individual is also responsible for collaborating with various teams and providing periodic updates through presentations and prototype demonstrations. The role will require working on multiple projects simultaneously. This position will also be involved in the formulation of key business requirements to be solved, rationalizing the various analytical approaches to solve those problems. Finally, this position is involved in helping to develop, analyze and draw conclusions, and presenting the results back to business users. Depending on the candidate’s qualification, this position can be either a Data Scientist or a Senior Data Scientist.,
,
,Employment Type:,
,
Permanent Hired with 3 months’ probation period – based in Jakarta, Indonesia,
,
,Job Description:,
,
,Researches and assesses next-generation technologies for data-driven solutions in subsurface resources exploration and production,
,Generates innovative ideas, establishes new research directions, and shapes and executes on technical projects,
,Applies theoretical knowledge to solve industrial problems,
,Applies engineering knowledge in developing data-driven algorithms and prototypes for classification, regression, anomaly detection, failure prediction, and optimization,
,Works with business and engineering teams to implement robust and scalable industrial software solutions,
,Maintains state-of-the-art knowledge and contributes to technical discussions and reviews as an expert in related areas of responsibility,
,Communicates ideas, plans, and results effectively via oral and written reports - Works effectively with peers, management, operations groups, and outside organizations,
,Participate in technical forums and other appropriate events and conferences,
,
,Qualification and Behavior:,
,
,Bachelor’s or master’s degree in computer science, mathematics, physics, applied science, engineering or similar disciplines with demonstrated research capability with 5+ years of relevant experience.,
,Demonstrated experience in developing core machine learning algorithms in professional research and development settings,
,Strong background in some of these listed areas: machine learning, time series analysis / sensor processing, deep learning, optimization/operations research, text analytics/NLP, computer vision,
,Demonstrated experience in building and applying machine learning / predictive modelling in real-world use cases,
,Excellent communication, verbal and written skills,
,Excellent knowledge of developing deep learning models using tools such as TensorFlow, Keras, Pytorch, etc.,
,Understanding and past experience of Oil and Gas domain is a plus,
,Experience working with, processing and managing large data sets (multi-TB scale) is preferred,
,Track records of past publications in relevant topics,
,Immediate availability is an advantage,
,Ability in designing distributed and parallelized algorithms,
,Candidates must be able to legally work and reside in Indonesia, without sponsorship,
,Schlumberger is an equal employment opportunity employer. Qualified applicants are considered without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, status as a protected veteran or other characteristics protected by law.,
,
,Warning on recruitment fraud – Schlumberger NEVER ask for payment to process documents, Schlumberger NEVER refer you to a third party to process applications, and Schlumberger NEVER ask you to pay costs. NEVER send money or pass or personal details to anyone suggesting they can provide employment with Schlumberger and NEVER reply to an email address that does not end in @slb.com",Schlumberger Indonesia - Data Scientist,Jakarta
30+ days ago,Alentra Rekrut,"Data Scientist,1. Bachelor degree from Math/Scientist,2. Solid knowledge and understanding of data modelling and data visualization,3. Solid knowledge and understanding of statistical modelling and ML implementation,4. Experience in delivering deep learning solution,5. Hands on experience with python / R language,Solid understanding of SQL, NoSQL and the performance costs associate with queries,6. Has Laptop,Job Type: Full-time,Salary: Rp7,500,000 - Rp10,000,000 per month,Education:,S1 (Preferred),Experience:,Data Scientist: 1 year (Required),Work Remotely:,Temporarily due to COVID-19",Data Scientist,Jakarta
30+ days ago,Kuryo Technology,"Minimum Bachelor’s degree quantitative field, e.g. Computer Science, Math, Physics.,
 ,Outstanding problem-solving skills and analytical thinking.,
 ,Familiar with data structures and algorithms, Python or R language, SQL based database, and Hadoop framework.,
 ,Familiar with a statistics or machine learning.,
 ,Good in data visualizations and communications.,
 ,An ability and eagerness to constantly learn and teach others.,
 ,Have a passion with big data science.",SYSTEM ANALYST / SENIOR DATA SCIENTIST,Surabaya
30+ days ago,IlmuOne Data,"Work Responsibilities: ,1. Responsible for methodology research, data processing, and documentation to conduct independent self-guided exploration of research and frame open-ended industry questions, including, but not limited to:,Conducts statistical analyses to develop strategies,,Builds predictive models and machine-learning algorithms,,Identifies data patterns and trends,,Proposes solutions and strategies to business challenges,,Presents information using data visualization techniques, and,Documents all processes and research.,2. Discover new opportunities to optimize the business through machine learning and/or statistical modeling.,3. Lead the design and development of analytical projects designed to understand key business behaviors that drive customer acquisition, retention, and engagement through machine learning and/or statistical modeling.,4. Responsible for implementation of client’s analytics solutions with internal Project Coordinator.,5. Develop and maintain client analytics reports.,Leadership Responsibilities,:,Commits to personal learning and growth.,A drive to learn and master new technologies and techniques.,Qualifications and Requirements,:,Tangibles,3-4 years of professional experience in Data Science fields.,Demonstrable advanced skills in Python and SQL to manipulate data and draw insights from large data sets. Preferred familiarity with deep learning libraries, such as PyTorch, Tensorflow, Keras, etc.,Advanced in Mathematical, Statistical, and/or Machine Learning skills required, and their real-world advantages/drawbacks. Preferred familiarity with diverse applications of data science ranging from Neural Networks to NLP to machine vision.,Knowledge and/or experience in working with structured and unstructured data sets.,Knowledge and/or experience in Data Architecture and Engineering, especially Google Cloud Platform.,Familiar with Data Visualization Tools, Google Data Studio is a plus.,Character,Problem-solving skills, structured thinking, and scientific approach required.,Ability to work with minimal supervision and keep supervisors informed.,Ability to work well in a team environment.,Ability to communicate in clear and concise terms.,Willing to learn new skills and able to do so independently.,Ability to take initiative.,Job Types: Full-time, Contract, Permanent,Salary: Rp8,000,000 - Rp15,000,000 per month,Experience:,professional Data Science: 3 years (Required),Work Remotely:,Temporarily due to COVID-19",Senior Data Scientist,Jakarta
4 days ago,Bukit Vista,"Job Description,As an expert in programming, you are to configure automation for revenue projection and dynamic pricing. Numbers are your best friend as you will meet them often in this specific role. Once you get the hang of the algorithm of the system, as the behind the scene person of our business processes, you assure our account rankings are maintained day by day.,You’ll learn how to visualize inquiries and makes sense of many more data into actionables coming from different data sources using Tableau or Redash, thus it would be great if you already have general data collection, preprocessing, modelling, and visualization knowledge.,The real satisfaction comes with seeing your plans come to reality. It comes from the heartfelt gratitude of seeing a property owner complete program that you invented. It comes from fixing the root cause of a guest complaint and knowing that future guests will have a flawless stay. Because you made it so. Your teammates put their hands together to celebrate the growth you’ve contributed and we take one step closer to being the world’s most innovative hospitality company.,Qualifications: ,Understand Bukit Vista Core Values,Personality: growth mindset, bias to action, self-learner.,You’ll be expected to be competent on these skills during our internship time min. within 45 days:,Programming, typically Python, mySQL,Natural Language Processing,Math and statistical knowledge, e.g. forecasting,Innovation culture,Fast & self learner,Proficient in written/spoken English. Another third language (such as Mandarin, Russian, etc.) will be a plus point,Education: Mathematics, Statistics or Computer Science degrees preferred,Background: a promising history of achievement & accomplishments in academics, business or extra-curricular activities.,Contract length: 3 months,Part-time hours: 15 per week,Expected Start Date: 7/1/2021,Job Type: Internship,Work Remotely:,Yes",Business Data Scientist Intern,Badung
30+ days ago,PT Berlian Sistem Informasi,"Support development, enhancement, evaluate and maintenance of multiple datasets for consistency, completeness, accuracy and reasonableness.
,
Interact with customers and other teams to obtain data requirements for new and existing applications.
,
Manage the regular report running schedule and process.
,
Perform data management activities in accordance with customer, company, contract, and regulatory requirements.
,
Develop process improvements for data management activities.
,
Perform data analysis and generate data reports on periodic basis for management and customers.
,
Present data management updates at internal and customer meetings.
,Bachelor’s degree in Management, Information Technology, Technical or relevance major
,
Minimum 3 years experience in the similar position
,
Experience in IT Business and software knowledge especially in advance , Python, Machine Learning, etc.
,
Orientation towards quality and results
,
Strong expertise in data, project and time management
,
Efficient communication
,
Consistent accuracy and attention to detail
,
Willing to explore about new technology independently",Data Scientist,Jakarta
